name,location,cuisines,rate,cost,online_order,book_table,cuisine_count
The Bangalore Cafe,Shanti Nagar,"Modern Indian, North Indian, Pizza, Continental, Beverages",4.2,800,No,Yes,5
Sri Rama Vilas Sweets,Majestic,"Mithai, Desserts",3.8,150,No,No,2
Sri Jayalakshmi Bakery,Shanti Nagar,"Bakery, Beverages",3.3,250,No,No,2
KC Das - Sweet Bite,Frazer Town,"Mithai, Street Food",3.5,200,No,No,2
Shilpa Gulati's Desserts,Cunningham Road,Bakery,3.6,600,No,No,1
The Bakery World,Frazer Town,"Bakery, Desserts",3.2,250,No,No,2
Pizza Hut,Church Street,"Pizza, Fast Food",3.7,750,Yes,No,2
Indian Coffee House,Church Street,South Indian,3.9,200,No,No,1
Sotally Tober,Residency Road,"Asian, Burger, Chinese, Finger Food",4.4,1200,No,Yes,4
Tiamo - Conrad Bengaluru,Ulsoor,"Italian, Mediterranean",4.2,2500,No,Yes,2
Alba - JW Marriott Bengaluru,Lavelle Road,Italian,4.4,4000,No,Yes,1
Watson's,Ulsoor,"Finger Food, Salad, Chinese, Continental",4.2,1300,No,Yes,4
Bangalore Pub Exchange,MG Road,"Continental, Finger Food, Pizza, North Indian",4.2,1000,No,Yes,4
Chianti,MG Road,Italian,4.4,1500,No,Yes,1
New Hilal Restaurant,Shivajinagar,"North Indian, Chinese, Mughlai",4.0,550,Yes,No,3
Al Noor,Shivajinagar,"North Indian, Chinese, Arabian, Rolls",3.8,350,No,No,4
A2B - Adyar Ananda Bhavan,Ulsoor,"South Indian, North Indian, Chinese, Street Food, Fast Food",3.6,400,Yes,No,5
Nawab's Kolkatta Roll,Brigade Road,"Street Food, Rolls",3.4,150,No,No,2
Bon Sante,Brigade Road,"Cafe, Continental, Italian",3.6,800,No,No,3
Ozaa,Lavelle Road,"Mediterranean, American, Asian",3.8,1700,No,No,3
Eatato Snack Bar,Brigade Road,"North Indian, Fast Food",3.3,400,No,No,2
Domino's Pizza,MG Road,"Pizza, Fast Food",3.9,400,Yes,No,2
WOW Momo,MG Road,"Tibetan, Momos",3.5,400,Yes,No,2
McDonald's,MG Road,"Burger, Fast Food",3.9,500,Yes,No,2
Burger King,Commercial Street,"Burger, Fast Food, Beverages",3.9,600,Yes,No,3
Allana Kabab,Richmond Road,North Indian,3.3,200,No,No,1
Indira Darshini,Infantry Road,"South Indian, Chinese",3.5,200,No,No,2
Chinese Corner,Brigade Road,Chinese,3.0,200,No,No,1
Home Treat,Brigade Road,North Indian,3.1,150,No,No,1
Blue Ginger - The Taj West End,Race Course Road,Vietnamese,4.4,3200,No,Yes,1
Masala Klub - The Taj West End,Race Course Road,"North Indian, South Indian",4.4,4000,No,Yes,2
Blue Bar - The Taj West End,Race Course Road,Continental,4.0,2500,No,Yes,1
Hotel Nisarga Grand,City Market,"South Indian, North Indian, Chinese",3.6,500,No,No,3
Gangotree,Race Course Road,Street Food,3.8,150,No,No,1
Shahi Kabab,Frazer Town,Rolls,3.8,200,No,No,1
Calcutta Chats,Vasanth Nagar,North Indian,3.6,200,No,No,1
Halli Mane Food Court,Frazer Town,South Indian,3.5,100,No,No,1
Kerala Foods,Vasanth Nagar,Kerala,3.5,250,No,No,1
Calcutta Chats,Vasanth Nagar,"Street Food, North Indian",3.5,200,No,No,2
Akshaya Sambrama Veg Restaurant,Vasanth Nagar,"South Indian, Chinese",3.2,200,No,No,2
Sri Ayodhya Veg,Vasanth Nagar,"South Indian, North Indian, Chinese",3.6,300,No,No,3
Lobby Cafe - Radha Regent,Electronic City,"Continental, American, South Indian, Italian, North Indian, Chinese",3.7,1200,No,Yes,6
The Big Barbeque,Electronic City,"BBQ, North Indian, Continental, Chinese",4.7,1500,No,Yes,4
Fire Station,Electronic City,"Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese",4.4,1200,No,Yes,8
Barbeque Nation,Electronic City,"North Indian, European, Mediterranean, BBQ, Kebab",4.3,1600,No,Yes,5
Onesta,Electronic City,"Pizza, Cafe, Italian",4.5,600,Yes,Yes,3
Time Traveller - Sai Vishram,Electronic City,"Continental, North Indian, South Indian, Chinese",4.2,1100,Yes,No,4
24@43 - The Oterra,Electronic City,"North Indian, Asian, Continental",4.1,3000,No,Yes,3
Citrus Cafe - Lemon Tree Hotel,Electronic City,"North Indian, Continental, South Indian",3.9,2200,No,Yes,3
Keys Cafe - Keys Hotel,Electronic City,"Chinese, Continental, North Indian",3.8,1200,No,No,3
Bazaar - Zone By The Park,Electronic City,"Continental, South Indian, North Indian, Asian",4.0,1400,No,Yes,4
Fishing Boat - Hotel Goyal Residency,Electronic City,"Seafood, North Indian, Chinese, Biryani",3.9,800,Yes,Yes,4
Soul Indian Specialty - Svenska Design Hotel,Electronic City,"North Indian, South Indian, Asian, Italian, Continental",3.7,2000,Yes,Yes,5
Melange - Hotel Ekaa,Electronic City,"North Indian, Chinese, Continental, Mangalorean",3.2,900,Yes,Yes,4
Spotlight - The Golden Tulip,Electronic City,"North Indian, Chinese, Continental",2.5,850,No,Yes,3
Ritz,Electronic City,"North Indian, Chinese, Thai, Continental",3.5,800,No,No,4
It's Mirchi - Ramee Guestline Hotels,Electronic City,"Continental, Mughlai",3.1,1600,No,No,2
The Dining Table - Sahar Pavillion,Electronic City,"Chinese, Continental, North Indian, Pizza, South Indian",3.7,1500,No,Yes,5
Seven Spices - Manipal County,Electronic City,"North Indian, Chinese, Continental",2.8,900,No,No,3
Bamboo Shades,Electronic City,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian",2.8,1000,Yes,No,7
Brunch & Munch - Hotel Millennium Plaza,Electronic City,"North Indian, Chinese, Mangalorean, Andhra",3.5,1200,No,No,4
Cafe Happytizing,Electronic City,"Cafe, Sandwich, Pizza, North Indian, Mexican",4.1,700,Yes,No,5
Biggies Burger 'n' More,Electronic City,"Cafe, Burger, Beverages",3.9,650,Yes,No,3
This Cafe Has No Name Cafe,Electronic City,"Cafe, Beverages",3.2,500,Yes,No,2
She Brews,Electronic City,"Cafe, Continental, Thai, Chinese",3.8,400,Yes,No,4
Rags on Fire,Electronic City,Cafe,3.1,600,Yes,No,1
Cafe Crumb'z,Electronic City,"Cafe, Beverages, Fast Food",3.3,300,No,No,3
Chef Baker's,Electronic City,"Bakery, Fast Food, Pizza, Burger, Cafe",3.8,600,Yes,No,5
Cuppa,Electronic City,"Cafe, Fast Food, Continental",3.0,700,Yes,No,3
Manasa Cool Cafe,Electronic City,"Fast Food, Juices, Cafe, Desserts",3.2,300,Yes,No,4
Entree cafe,Electronic City,"Cafe, Bakery, Desserts",3.7,400,Yes,No,3
Cafe Coffee Day,Electronic City,"Cafe, Fast Food",3.7,900,No,No,2
Magic Oven,Electronic City,"Cafe, Desserts",4.0,400,No,No,2
The Hungry Shark Cafe,Electronic City,"Cafe, Continental, Beverages",3.9,700,No,No,3
KA 51 Restocafe,Electronic City,"Cafe, Mughlai",3.9,650,No,No,2
Cafe HIGHRANGERS,Electronic City,"Cafe, Fast Food, Chinese",3.3,400,Yes,No,3
24 Hours Coffee Drop - La Classic,Electronic City,Cafe,3.4,800,No,No,1
The Chocolate Room,Electronic City,"Cafe, Beverages",2.8,600,Yes,No,2
Lassi Adda,Electronic City,"Beverages, Sandwich, Fast Food",4.0,200,Yes,No,3
Sitaar,Electronic City,"North Indian, Chinese",3.8,800,Yes,Yes,2
FreshMenu,South Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",3.0,450,Yes,No,8
The Good Bowl,Electronic City,"Italian, North Indian, Biryani",3.9,500,Yes,No,3
Lassi Resto Cafe,Electronic City,"Beverages, Fast Food",3.7,200,Yes,No,2
Delhi Base Sri Food Court,Electronic City,"North Indian, South Indian, Chinese, Street Food",3.9,250,Yes,No,4
Wakhra Swaad,Electronic City,"North Indian, Biryani, Rolls, Beverages",3.4,300,Yes,No,4
Indian Food Court,Electronic City,"North Indian, Chinese, Fast Food",3.8,400,Yes,No,3
Maa Reddy's Hyderabadi Biryani House,Electronic City,"Biryani, Andhra, North Indian",3.0,500,Yes,No,3
Fresh 'N' Grills,Electronic City,"Sandwich, Salad, North Indian, Chinese",3.2,500,Yes,No,4
New Punjabi Food Corner,Electronic City,"North Indian, Chinese",4.0,500,Yes,Yes,2
BOX8- Desi Meals,Electronic City,"North Indian, Mughlai, Fast Food",4.2,500,Yes,No,3
Swad 'E' Punjab,Electronic City,"North Indian, Chinese, Mughlai",3.6,500,Yes,No,3
Popular Burger,Electronic City,"Fast Food, Burger",4.1,200,Yes,No,2
Moriz Restaurant,Electronic City,"Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages",3.1,700,Yes,No,7
Desi Dhaba,Electronic City,"Chinese, North Indian",3.8,300,Yes,No,2
Amaravathi Mess,Electronic City,"Andhra, Biryani",3.6,400,Yes,No,2
Burger King,Electronic City,"Burger, Fast Food, Beverages",3.8,600,Yes,No,3
Godavari Delights,Electronic City,"Andhra, Biryani",3.5,700,Yes,No,2
Dine Garden Family Restaurant,Electronic City,"Biryani, South Indian, North Indian, Chinese",3.5,400,Yes,Yes,4
Insomniac's Delight,Electronic City,"Fast Food, North Indian",4.0,300,Yes,No,2
Maa Reddy's Hyderabadi Biryani House,Electronic City,"Biryani, Andhra, North Indian",3.7,500,Yes,No,3
Lassi Corner,Electronic City,"Beverages, Desserts",3.5,300,Yes,No,2
Paradise,Electronic City,"Biryani, North Indian, Kebab",4.0,800,Yes,No,3
Biryani Darbar,Electronic City,"Biryani, Mughlai, North Indian",3.6,800,Yes,No,3
Sri Pillaiyar Bhavan,Electronic City,Chettinad,4.0,300,Yes,No,1
Parathe Wali Gali,Electronic City,"North Indian, Chinese",3.6,250,Yes,No,2
Faasos,Hosur Road,"North Indian, Biryani, Fast Food",4.0,500,Yes,No,3
King,Electronic City,"North Indian, Chinese",3.7,300,Yes,No,2
Behrouz Biryani,Electronic City,Biryani,4.1,650,Yes,No,1
Subway,Electronic City,"Salad, Fast Food",3.9,600,Yes,No,2
New Udupi Palace,Electronic City,"South Indian, North Indian, Chinese, Street Food",3.8,350,Yes,No,4
Hyderabadi Spice,Electronic City,"Hyderabadi, Andhra, Chinese, Biryani",4.0,400,Yes,No,4
KFC,Electronic City,"Burger, Fast Food",3.9,450,Yes,No,2
Pallavi Restaurant,Electronic City,"Biryani, Chinese, Andhra",3.8,500,Yes,Yes,3
Foodies Family Restaurant,Electronic City,"North Indian, Chinese",3.4,300,Yes,No,2
Kolkata Kitchen,Electronic City,"North Indian, Fast Food, Biryani",3.2,400,Yes,No,3
4Foodiez,Electronic City,"South Indian, North Indian, Chinese",3.7,300,Yes,No,3
Salted Chilli,Electronic City,"Biryani, North Indian, Chinese",3.7,600,Yes,Yes,3
Curries & Pickles,Electronic City,"Andhra, Biryani, Chinese",3.4,400,Yes,No,3
Thalassery Restaurant,Electronic City,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",3.8,600,Yes,No,7
MDP Coffee House,Electronic City,South Indian,3.8,200,Yes,No,1
Hot Attack,Electronic City,"North Indian, Chinese, Biryani",3.6,400,Yes,No,3
China Garden,Electronic City,"Chinese, North Indian",3.6,300,Yes,No,2
Kaaram,Electronic City,"Andhra, Biryani",3.4,500,Yes,No,2
Hyderabad Magic,Electronic City,"Hyderabadi, Chinese, Biryani, Arabian",3.8,400,Yes,No,4
Sri Manjunatha Foods,Electronic City,"South Indian, North Indian, Chinese",3.6,250,Yes,No,3
Hyderabadi Biryaani Hub,Electronic City,"Biryani, Fast Food",2.7,300,Yes,No,2
Ruposhi Bangla,Electronic City,"Bengali, Chinese, North Indian, Seafood",4.0,400,Yes,No,4
Foodies Express,Electronic City,"Chinese, North Indian, Arabian, Biryani",3.7,400,Yes,No,4
Pizza Hut,Electronic City,"Pizza, Fast Food",3.2,750,Yes,No,2
Pizza Republic,Electronic City,"Pizza, Fast Food",3.8,500,Yes,No,2
Nainital North Indian Restaurant,Electronic City,North Indian,3.5,400,Yes,No,1
Pure Punjabi,Electronic City,"Chinese, North Indian, Fast Food",3.4,450,Yes,No,3
7 Days Restaurant,Electronic City,"North Indian, Chinese, Arabian",3.8,400,Yes,No,3
Eat N Meet,Electronic City,"Kerala, South Indian, North Indian, Chinese, Beverages",2.7,500,Yes,No,5
Lakshmi Rayalaseema Ruchilu,Electronic City,"Biryani, South Indian, Chinese",3.0,600,Yes,No,3
Goli Vada Pav No. 1,Electronic City,Street Food,2.9,150,Yes,No,1
Frozen Bottle,Electronic City,"Beverages, Desserts",4.1,400,Yes,No,2
Vijayawada Heights,Electronic City,North Indian,2.9,600,Yes,No,1
Chai Point,Electronic City,"Tea, Beverages, Fast Food",3.9,250,Yes,No,3
Lassi Mania,Electronic City,"Beverages, Juices",3.6,200,Yes,No,2
Doof,Electronic City,"Fast Food, Beverages",4.0,450,Yes,No,2
Pimento,Electronic City,"Chinese, Fast Food, Italian",3.7,400,Yes,No,3
Barbeque Delight,Electronic City,"Arabian, Kerala, Biryani, South Indian, Chinese, BBQ",3.4,650,Yes,No,6
The Rasoiya Street,Electronic City,"North Indian, Continental, Mediterranean, Chinese",4.2,800,Yes,Yes,4
Ruchi Sagar,Electronic City,"South Indian, North Indian, Chinese, Juices",4.0,250,Yes,No,4
New Andhra House,Electronic City,"Andhra, Biryani, Chinese, North Indian",3.7,450,Yes,No,4
Andhra Food Cafe (AFC),Electronic City,"Andhra, North Indian, South Indian",3.3,250,Yes,No,3
Firangi Bake,Electronic City,"Mexican, Italian",4.1,600,Yes,No,2
India Garden,Electronic City,"North Indian, Chinese, Fast Food, Beverages",3.3,550,Yes,No,4
Royal Bengal Corner,Electronic City,"Chinese, Fast Food, North Indian, Rolls",3.8,250,Yes,No,4
Tikka Kebab,Electronic City,"Kebab, North Indian, Chinese",3.7,250,Yes,No,3
The Pastry House,Electronic City,"Bakery, Desserts",3.8,400,Yes,No,2
Sri Krishna Sagar,Electronic City,"South Indian, North Indian",3.5,300,Yes,No,2
Laddoos,Electronic City,"North Indian, Street Food, Mithai",4.0,250,Yes,No,3
Andhra Kitchen,Electronic City,Andhra,3.9,400,Yes,No,1
Food Ras,Electronic City,"North Indian, Chinese, Japanese, European, Seafood",4.3,900,Yes,Yes,5
UBQ by Barbeque Nation,Electronic City,"North Indian, BBQ, Biryani, Kebab",3.6,450,Yes,No,4
Ovenstory Pizza,Hosur Road,Pizza,4.0,750,Yes,No,1
Notebook Food Court,Electronic City,"Chinese, North Indian, Rolls",4.0,300,Yes,No,3
11 to 11 Express Biriyanis,Electronic City,"Biryani, Kebab",3.5,300,Yes,No,2
Magic Bowl,Electronic City,"North Indian, Chinese, Arabian, Mughlai",3.6,700,Yes,No,4
Maa Tara Hotel,Electronic City,"Chinese, North Indian",3.8,400,Yes,No,2
NY Pizza & Waffles,Electronic City,"Pizza, Desserts",3.1,400,Yes,No,2
Sweet Truth,Electronic City,"Bakery, Desserts",3.9,500,Yes,No,2
Just Fresh Point,Electronic City,"Street Food, American, Sandwich, Fast Food, Beverages, Burger, Desserts, Pizza",4.0,300,Yes,No,8
Khana Khazana,Electronic City,North Indian,3.6,300,Yes,No,1
MAD Belgian Waffles,Electronic City,Desserts,3.8,250,Yes,No,1
Pan's Aroma,Electronic City,"Bengali, Biryani, North Indian, Chinese, Fast Food",2.9,400,Yes,No,5
Bawarchi Restaurant,Electronic City,"North Indian, Chinese, Biryani, Rolls",2.7,400,Yes,No,4
Ande Ka Funda,Electronic City,"North Indian, Fast Food, Rolls",3.4,200,Yes,No,3
Samosa Singh,Electronic City,"Street Food, Beverages",4.0,150,Yes,No,2
Biriyani Zone,Electronic City,"Biryani, North Indian, Chinese, Seafood",3.9,800,Yes,No,4
Volga Restaurant,Electronic City,"North Indian, Chinese, Middle Eastern",3.7,500,Yes,No,3
The Elaichi Restaurant,Electronic City,"North Indian, Asian, Continental, Bengali, Momos",3.6,700,Yes,No,5
Nandanam Restaurant,Electronic City,"North Indian, South Indian",3.8,400,Yes,No,2
Bangalore Agarwal Bhavan,Electronic City,"North Indian, Street Food, Mithai, Chinese",3.6,500,Yes,No,4
Chai Cafe,Electronic City,"Fast Food, Rolls",3.6,300,Yes,No,2
Sila Restaurant,Electronic City,"Chinese, Seafood, North Indian, Biryani, Desserts",3.8,750,Yes,No,5
VMS Star Biriyani,Electronic City,"Biryani, North Indian",3.2,500,Yes,No,2
Parampara - The Veg Kitchen,Electronic City,"North Indian, Chinese, Street Food",3.7,350,Yes,No,3
Kettle On,Electronic City,"Fast Food, Sandwich, Beverages",3.7,400,Yes,No,3
Baskin Robbins,Electronic City,"Ice Cream, Desserts",3.8,250,Yes,No,2
Cafe Coffee Day,Electronic City,"Cafe, Fast Food",3.2,900,Yes,No,2
Five Star Chicken,Electronic City,"Fast Food, Burger",3.2,200,Yes,No,2
Just Shawarma,Electronic City,Arabian,3.9,300,Yes,No,1
The Milkshake Theory,Electronic City,"Beverages, Fast Food",3.6,400,Yes,No,2
Sunny's,Electronic City,"Sandwich, Fast Food, Salad, Bakery, Juices",3.0,300,Yes,No,5
Cafe Palnad,Electronic City,"South Indian, Fast Food",4.0,400,Yes,No,2
Andhra Spicy Food Court,Electronic City,"Andhra, Biryani",3.2,400,Yes,No,2
Esfahan Restaurant,Electronic City,"North Indian, Lucknowi, Mughlai, Biryani",3.5,700,Yes,No,4
Kathi Junction,Electronic City,"Rolls, North Indian, Mughlai",2.8,400,Yes,No,3
Satkar Restaurant,Electronic City,"North Indian, Chinese, Biryani, Seafood",3.6,350,Yes,No,4
Yeruva Biriyani,Electronic City,"Biryani, Chinese",3.5,400,Yes,No,2
Kolkata Famous Kathi Rolls,Electronic City,"Fast Food, Rolls",3.5,200,Yes,No,2
Ambur Biriyani Classic,Electronic City,"Biryani, South Indian, North Indian",3.3,700,Yes,No,3
Marley's Bistro,Electronic City,"Continental, European, Salad, Beverages, Italian, Burger",3.9,400,Yes,No,6
Hyderabad Darbar,Electronic City,"Andhra, South Indian",3.7,700,Yes,No,2
Hotel Sakti Saravana,Electronic City,"Tamil, South Indian",3.8,350,Yes,No,2
Z Cafe,Electronic City,"Chinese, Fast Food, Beverages",3.6,300,Yes,No,3
Swathi Restaurant - The Vintage Inn,Electronic City,"Andhra, North Indian",3.8,900,Yes,No,2
Paratha House,Electronic City,"North Indian, Chinese",3.6,350,Yes,No,2
The Mirchi,Electronic City,"Chinese, North Indian, Bengali",3.3,400,Yes,No,3
Prem's Biriyani,Electronic City,"Biryani, Fast Food",3.3,300,Yes,No,2
Mast Punjabi Spice,Electronic City,North Indian,2.9,400,Yes,No,1
Thanima Garden Restaurant,Electronic City,"North Indian, Chinese, Kerala",3.6,500,Yes,No,3
Bhukkads,Electronic City,"Chinese, North Eastern",3.2,400,Yes,No,2
Karaikudi Restaurant,Electronic City,South Indian,3.7,300,Yes,No,1
Mamaji's,Electronic City,North Indian,3.6,600,Yes,No,1
Bangaliana,Electronic City,Bengali,3.0,600,Yes,No,1
Tuba Rolls & Snacks,Electronic City,"Chinese, Fast Food, North Indian, Rolls",3.0,200,Yes,No,4
Wangs Kitchen,Electronic City,Chinese,2.5,1000,Yes,No,1
New Food Magic,Electronic City,"Andhra, Chinese, North Indian, South Indian",3.2,450,Yes,No,4
Akshara,Electronic City,"North Indian, South Indian, Chinese",3.8,700,Yes,No,3
Kittu's,Electronic City,North Indian,4.2,750,Yes,Yes,1
EC Dine Restaurant,Electronic City,"South Indian, North Indian, Kerala",3.4,500,Yes,No,3
Udupi Food Junction,Electronic City,"South Indian, North Indian",3.5,250,Yes,No,2
Maa Biryani Hyderabadi,Electronic City,Biryani,2.6,450,Yes,No,1
Curries 'N' Phulkas,Electronic City,North Indian,3.4,250,Yes,No,1
Donut Cafe,Electronic City,"Desserts, Fast Food",3.9,250,Yes,No,2
Halli Kitchen,Electronic City,South Indian,2.5,300,Yes,No,1
Hotel Uma Bhai,Electronic City,North Indian,3.7,400,Yes,No,1
Kettle & Kegs,Electronic City,"Tea, Beverages",3.1,200,Yes,No,2
Vov Shawarma,Electronic City,Fast Food,3.2,200,Yes,No,1
7 Shanghai,Electronic City,Chinese,3.5,250,Yes,No,1
Annapurna Andhra Hotel,Electronic City,"Mughlai, Chinese, North Indian",3.3,400,Yes,No,3
Hotel Avakay,Electronic City,"Andhra, North Indian, Chinese, Biryani",3.6,550,Yes,No,4
BIB - Breakfast in the Box,Electronic City,"American, Sandwich",3.9,600,Yes,No,2
Chivi's Meilleurs Boulangers,Electronic City,"South Indian, Bakery, Fast Food",3.4,300,Yes,No,3
Mr. Meetharam,Electronic City,"Mithai, Street Food",3.3,150,Yes,No,2
King's Appetite,Electronic City,"North Indian, Chinese",3.7,500,Yes,No,2
Thanco's Natural Ice Creams,Electronic City,"Ice Cream, Desserts",3.7,450,Yes,No,2
Cakes Wagon,Electronic City,"Bakery, Desserts",3.4,600,Yes,No,2
Cake Menu,Electronic City,Bakery,3.3,400,Yes,No,1
A2B - Adyar Ananda Bhavan,Electronic City,"South Indian, North Indian, Chinese, Street Food, Fast Food",3.1,400,Yes,No,5
Pot Biryani,Electronic City,"North Indian, Chinese, Biryani, Seafood",2.8,600,Yes,No,4
OrganicFeast,Electronic City,"North Indian, Chinese, Healthy Food",2.9,400,Yes,No,3
Manasa Andhra Style Multi Cuisine Restaurant,Electronic City,"North Indian, South Indian, Chinese, Andhra, Biryani",3.6,800,No,No,5
Akkad Bakkad,Electronic City,"North Indian, Chinese",3.9,600,Yes,Yes,2
Meat and Eat,Electronic City,"Fast Food, Burger",3.4,500,Yes,No,2
Hotel Shruthi,Electronic City,"North Indian, Biryani",3.5,200,Yes,No,2
Crumbz Crunches,Electronic City,"North Indian, Chinese",3.1,450,Yes,No,2
Mumbai Kulfi,Electronic City,"Ice Cream, Desserts",3.7,100,Yes,No,2
Sky Lounge Bar - Svenska Design Hotel,Electronic City,"North Indian, Pizza, Asian, Italian",4.0,1500,Yes,Yes,4
Foodie Nation,Electronic City,"North Indian, Chinese, Arabian",3.5,1000,Yes,Yes,3
Gilly's Restobar,Electronic City,"Continental, North Indian, Chinese, Salad",4.3,1200,No,Yes,4
Spicy Tandoor,Electronic City,"North Indian, Chinese, Kebab, Mughlai",2.7,400,Yes,No,4
Messy's,Electronic City,Fast Food,3.8,400,Yes,No,1
Rayalaseema Ruchulu SR,Electronic City,"Andhra, South Indian",3.2,300,Yes,No,2
Andhra Biryani & Curries,Electronic City,"North Indian, South Indian, Chinese, Andhra, Biryani",3.1,400,Yes,No,5
Reddy's Hyderabadi Biryani,Electronic City,"Chinese, North Indian, South Indian, Biryani, Andhra",2.7,500,Yes,No,5
Juicy,Electronic City,"Beverages, Juices, Fast Food",3.9,200,Yes,No,3
Flying Cakes,Electronic City,"Bakery, Desserts",3.1,500,Yes,No,2
Godavari Delights,Electronic City,South Indian,3.0,400,Yes,No,1
Domino's Pizza,Electronic City,"Pizza, Fast Food",2.7,400,Yes,No,2
Royal Iceberry,Electronic City,Desserts,3.4,200,Yes,No,1
Biryani Darbar,Electronic City,"Biryani, Chinese",3.3,600,Yes,No,2
Petoo,Electronic City,"North Indian, Fast Food, Street Food",3.6,400,Yes,No,3
Just Cakes,Electronic City,Bakery,3.4,350,Yes,No,1
Andhra Amigos,Electronic City,"Andhra, North Indian, Biryani",3.6,350,Yes,No,3
Kritunga Restaurant,Electronic City,"Andhra, Biryani, North Indian, Chinese",3.8,650,No,Yes,4
McDonald's,Bommanahalli,"Burger, Fast Food",3.3,500,Yes,No,2
Uma Ki Rasoi,Electronic City,North Indian,3.9,250,Yes,No,1
Chick Blast,Electronic City,Fast Food,3.3,400,No,No,1
Sankalp Reddy Restaurant,Electronic City,"South Indian, Andhra, Biryani",3.9,300,Yes,No,3
Millennium Plaza,Electronic City,North Indian,3.4,700,Yes,No,1
Sitara Veg Restaurant,Electronic City,"South Indian, North Indian, Chinese",3.9,400,Yes,No,3
Lassi Corner,Electronic City,"Beverages, Sandwich",3.7,150,Yes,No,2
Sweet Chariot,Electronic City,"Bakery, Fast Food",3.0,500,Yes,No,2
Seasons,Electronic City,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",2.9,1000,Yes,No,7
Cedar Bar & Dive - Hotel Presidency,Electronic City,"North Indian, Thai, Chinese, Continental",3.8,1200,Yes,No,4
